72622734424680767,6
72622743014625478,11
72622665705233064,8
72622468136745741,1
72622738719656422,18
72622743014630581,3
72622738719660241,29
72622734424681318,7
72622734424682111,29
72622743014630943,3
72622743014615357,3
72622738719660851,1
72622743014630564,4
72622734424681946,4
72622734424681631,4
72622738719655879,8
72622652820341481,1
72622734424681862,31
72622738719664854,3
72622738719658676,15
72622717244831848,1
72622708654908796,1
72622734424680169,7
72622734424686342,9
72620561171354450,1
72622734424697382,1
72622734424686235,2
72622738719656254,19
72620599826044511,1
72622695770008436,29
72622738719665097,5
72622738719675659,1
72622695770008823,16
72622743014629527,7
72622743014624377,8
72622738719665155,8
72622738719653800,3
72622743014622914,1
72622743014632796,8
72622738719661788,21
72620565466297723,6
72622734424695546,7
72620548288022312,4
72620561171354420,1
72621128107002576,1
72621171056678367,1
72622738719664182,26
72622738719658707,7
72622734424688739,27
72622734424678353,9
72622743014632807,1
72620552581441447,1
72622734424687064,6
72622695770008091,1
72622734424689601,23
72622738719664803,1
72622738719668809,2
72622743014619932,1
72622721539796633,1
72621025027832732,1
72622743014621068,7
72622743014630536,6
72622648525359253,1
72622734424698654,1
72622734424686564,13
72622743014623929,18
72622738719668562,1
72620548288022915,12
72622734424678912,7
72622738719663951,5
72622738719654005,4
72622738719675833,2
72622738719661131,3
72622738719670109,17
72622738719663381,10
72622738719669429,1
72622734424679754,1
72622738719666811,16
72622708654908731,1
72622734424684394,8
72622738719664771,9
72622738719658817,4
72622738719666507,16
72622738719645573,25
72622738719665021,22
72620548288021736,2
72622618460589050,1
72622738719670200,3
72622738719647834,9
72622738719674707,7
72622614165624759,1
72622738719651521,12
72622734424684364,8
72622743014621979,24
72622734424680505,9
72622743014631659,3
72622734424681763,3
72622734424684648,15
72621815301730961,13
72622743014621919,1
72622738719660325,22
72622743014630709,2
72620586941132619,1
72622743014631655,1
72622738719674971,1
72622743014615416,1
72622743014618516,26
72621016437894442,10
72622743014633606,1
72622738719672015,10
72622738719651793,7
72622738719649842,8
72622738719674508,2
72622738719661358,6
72622738719675082,7
72622738719672714,6
72622738719669391,6
72622738719669419,1
72622738719651552,22
72622738719648196,15
72622657115308981,5
72622549741118878,1
72622734424687969,6
72622743014631078,17
72622734424682589,5
72622734424691357,30
72622738719675593,1
72622734424696229,1
72622738719657022,6
72622296338041559,1
72622708654908722,1
72622695770009048,1
72622734424679449,5
72622738719649189,5
72622743014631233,2
72620548288022452,6
72622738719673285,2
72622738719659828,1
72622738719660175,9
72622743014621010,23
72622738719664826,1
72622738719664825,1
72622734424691005,25
72620578351197946,1
72622725834771290,8
72622738719647349,30
72622738719647348,20
72622738719657243,7
72622734424690553,16
72622730129729151,28
72622734424678437,1
72622734424679538,1
72622738719647339,7
72622725834771598,1
72622738719648771,4
72622743014633075,5
72622743014629777,11
72622695770009290,1
72622743014616182,7
72622734424689073,7
72622738719664731,8
72622562626022872,1
72622738719669731,3
72622738719667510,22
72622695770008044,14
72621433049675646,2
72621669272866509,1
72622734424687739,3
72622738719661078,1
72621785236956598,12
72622738719653103,8
72622743014628792,12
72622734424683501,1
72622682885100607,2
72622734424699505,24
72622734424703012,1
72622743014628490,2
72622743014619473,1
72622743014619784,12
72622743014630674,3
72622743014616529,5
72622734424678869,6
72622596985770153,2
72622738719670153,13
72622738719672059,13
72622734424700250,1
72622738719662612,10
72622717244831663,1
72622734424687604,22
72622734424701712,7
72622734424695748,5
72620651365682290,8
72622743014634204,8
72622734424697653,5
72622743014628210,1
72622738719664428,24
72622738719655084,4
72622738719659716,1
72622734424699964,7
72622657115309044,1
72622734424681278,6
72622738719656486,3
72622738719651269,35
72622738719675752,16
72622738719660555,1
72622738719661384,18
72622738719656924,12
72622738719653319,1
72622738719672116,7
72622738719666769,15
72622734424695206,3
72622738719656417,3
72622734424692597,6
72622734424698331,13
72622734424688908,8
72622743014614448,10
72622743014628723,26
72622700064968984,4
72622725834771408,1
72622730129729594,6
72622730129729458,8
72622734424684223,25
72622743014632965,2
72622652820341492,1
72622652820341494,1
72622743014614689,1
72622700064968745,1
72620625595834602,5
72622712949872744,1
72622738719666612,2
72622743014620064,3
72622738719657944,2
72620569761261133,6
72622743014620749,12
72622695770009400,1
72622695770009407,4
72622738719668101,7
72622738719649929,16
72622743014618730,1
72622296338041562,1
72622738719671689,11
72622734424687007,2
72620707200223722,2
72620707200223720,1
72622738719664334,1
72621497474285487,1
72622734424692646,6
72622743014625317,6
72622738719650878,2
72620728675052079,1
72622738719672599,5
72622734424695120,7
72622734424692335,5
72622738719650817,12
72622738719650367,1
72622738719663135,7
72620548288021923,1
72622721539796695,1
72622738719656742,4
72622734424683256,1
72622734424688633,1
72622738719656749,3
72622734424692897,1
72622734424687935,7
72622734424687934,1
72622743014629176,3
72622738719669297,1
72622738719655819,1
72622743014613399,1
72622743014617268,15
72622738719653863,5
72622734424686679,3
72622734424686057,13
72622734424686574,10
72622283453148513,1
72621055092563379,6
72622695770009255,1
72622734424684892,3
72622738719661532,11
72622743014632369,16
72622734424697595,11
72622734424700214,6
72622695770008179,9
72622704359932704,1
72622734424683432,25
72621978510487339,1
72622734424698176,5
72622738719659883,7
72622734424687774,8
72622515381386477,2
72622734424698708,3
72622515381386470,3
72622734424691965,13
72622519676352721,1
72622738719671438,20
72622734424688566,13
72622738719660945,7
72622743014627918,12
72622738719665192,7
72622734424688568,15
72622743014617160,8
72622734424680208,21
72622743014632692,4
72622738719655454,1
72622738719670234,14
72622700064968521,1
72622734424687558,8
72622734424684632,13
72622743014622119,17
72622743014614643,8
72622738719653655,3
72622738719667837,1
72622738719675299,1
72622734424696227,29
72622700064968843,18
72622743014628224,4
72622743014630917,7
72622743014633611,10
72622665705233098,2
72620818869386530,1
72622734424700823,1
72622700064969341,6
72622743014614279,1
72622738719661441,4
72622743014617293,1
72622743014633982,7
72622734424691705,8
72622734424694944,3
72622738719664943,8
72622734424691202,5
72622738719657749,4
72622738719660262,7
72622743014621949,1
72621514654050759,1
72622695770009117,1
72621974215521530,8
72622738719666161,3
72622674295168271,1
72622674295168270,1
72622734424683843,4
72622734424681807,13
72622738719671016,1
72622743014617225,6
72620578351197956,6
72620586941132606,1
72622738719672425,3
72622743014627937,6
72622734424699580,12
72622738719660764,21
72622725834771283,3
72622712949872733,25
72621467409426738,2
72622738719657557,18
72622738719668042,9
72622734424682984,26
72622734424682611,1
72622734424687245,7
72622743014631287,8
72622738719655916,7
72622743014626950,1
72622738719675149,1
72622652820341501,1
72622725834771374,1
72622738719656157,20
72622743014629413,8
72622734424697949,3
72622738719654743,2
72622738719659475,7
72622743014630194,1
72622738719668349,7
72622734424679772,22
72622738719659276,7
72622743014623887,4
72622743014633715,1
72622695770009231,1
72622734424678302,29
72622734424697420,26
72622734424697394,2
72622738719664255,28
72622743014629429,8
72622652820341433,1
72622734424692048,2
72622738719673590,10
72622734424696542,6
72622743014624805,12
72622743014623384,9
72622743014630109,5
72622734424689960,3
72622734424690940,8
72622743014632393,7
72622571215975761,1
72622596985770160,1
72622738719675867,8
72622738719660903,16
72622734424701314,1
72622738719665741,4
72622717244831674,1
72622734424688527,24
72622734424687268,7
72620651365682238,30
72622700064969156,1
72622738719645796,11
72622743014629351,1
72622734424687727,3
72622743014632546,5
72622738719667876,9
72622738719663298,9
72622743014632541,8
72622734424680698,6
72622725834771301,1
72622734424696269,1
72622743014628341,20
72622738719666398,5
72622738719667972,12
72622743014632669,8
72622738719660871,3
72622734424679103,12
72622738719661719,29
72622734424691747,18
72622743014628112,8
72622734424678448,33
72622738719665998,1
72622743014617892,6
72622738719666081,19
72622743014617989,24
72622734424691586,22
72622738719661897,9
72622738719661489,6
72622738719662489,2
72622738719660622,13
72622738719661483,7
72622738719662957,2
72622738719660234,16
72622700064968906,1
72622738719652383,2
72622738719660300,13
72622738719660957,6
72622734424695891,1
72620548288022645,2
72622734424699748,29
72622631345491459,1
72622657115308945,1
72620552581441356,2
72622700064969279,1
72622738719672308,7
72622743014626606,4
72622738719673647,1
72622743014616903,3
72622738719672301,1
72622738719673642,10
72622700064969277,1
72622738719668169,24
72622695770008480,12
72622734424703014,1
72622734424681516,38
72622734424695004,1
72622734424702164,31
72622416597131181,2
72622743014629538,8
72622738719669672,2
72622743014631559,11
72622734424685147,1
72622738719673241,7
72622734424683450,24
72622734424699114,6
72622738719664030,6
72622730129729287,35
72622743014627073,20
72622743014628194,6
72620548288021620,24
72622734424699119,29
72622558331058797,1
72622738719667396,8
72622738719672945,1
72622734424699805,7
72622743014632958,1
72622734424691909,22
72622738719658236,5
72622738719657912,1
72622738719674327,1
72622743014628391,4
72622734424683528,27
72622734424678626,30
72622734424683525,6
72622743014634084,10
72622734424678333,6
72622738719656756,6
72622734424699992,9
72622734424678456,33
72622738719668946,30
72622734424702385,23
72622743014631912,15
72622743014617374,6
72622738719648891,5
72622670000201552,1
72622743014634158,2
72622734424688390,3
72622734424688017,7
72622738719657452,10
72622743014630996,2
72622738719655966,15
72622734424688406,5
72622734424688400,22
72622738719662873,9
72622738719651151,3
72622738719661029,20
72622738719666874,7
72620548288022804,6
72622743014630151,16
72622734424684817,3
72622738719666249,5
72622734424696021,25
72622743014622610,6
72622743014622611,11
72622743014628478,2
72622734424697684,8
72622738719651614,11
72622734424699707,25
72622738719652186,1
72622738719647624,8
72622738719661593,18
72622700064969186,1
72622738719670636,9
72622691475031466,11
72622734424687233,25
72622743014626003,8
72622738719668264,1
72622743014625740,5
72622734424703235,1
72622743014633960,13
72622734424699938,2
72622592690809197,1
72622738719650154,24
72622743014619712,1
72622734424689873,37
72622674295168209,1
72622730129728624,25
72622730129730061,4
72622734424681034,24
72622743014630849,2
72622738719652471,4
72622738719652473,26
72622738719659590,11
72622734424695851,30
72622734424682423,10
72622738719650727,2
72620827459313447,12
72622738719671652,18
72622734424678737,3
72622738719672220,5
72622738719671157,6
72622738719664392,9
72622738719657090,2
72622738719665789,1
72622734424696809,32
72620569761261154,1
72622738719657095,9
72622738719666709,1
72622734424696651,1
72622738719669981,2
72622743014629385,14
72622743014631516,6
72622738719649873,21
72622682885100701,1
72622734424691781,6
72622738719666117,3
72622566921003936,4
72622738719660935,8
72622700064969243,1
72622738719665430,7
72622743014626862,9
72620586941132616,1
72622725834771461,1
72622738719660014,14
72622743014625203,14
72622708654908838,1
72622734424689059,12
72621179646613803,1
72622738719672573,13
72622738719671384,4
72621235481171240,7
72622738719647368,6
72622743014624889,18
72620548288022378,3
72622738719667056,5
72622738719660085,1
72622738719667616,3
72622743014629495,5
72622738719669022,2
72622695770009033,1
72622743014627920,3
72622734424702508,8
72622738719665263,13
72622743014629556,16
72622743014629378,6
72622738719668906,2
72622661410268372,28
72622738719665380,3
72622738719662055,10
72622743014614314,1
72622743014630285,5
72622743014632011,2
72622743014628977,7
72622738719674372,1
72620548288021473,1
72622738719673076,4
72622734424688729,2
72622734424695775,6
72622738719658467,6
72622738719664694,4
72622734424702986,13
72622743014618935,15
72620548288021578,6
72622743014630897,1
72622738719654700,1
72622743014614819,16
72622734424702370,20
72622743014630056,12
72622738719664388,31
72622743014630053,1
72622734424695501,5
72622738719655760,23
72622743014616768,26
72622743014621103,16
72622738719647541,17
72622738719662882,22
72622738719659020,7
72622743014627965,20
72622743014630739,7
72622743014629877,8
72622734424700378,3
72622738719646304,30
72622734424694494,2
72622738719669960,8
72622743014619759,1
72622734424684848,11
72622734424698057,3
72622743014630231,3
72622734424681072,6
72622734424689364,29
72622734424696273,7
72622738719650608,2
72622743014627661,5
72622734424700974,26
72622743014615360,8
72622743014629426,4
72622738719663831,5
72620548288022787,21
72622743014628117,14
72622743014616391,1
72622738719661334,11
72622352172623731,1
72622734424696901,2
72622743014627669,5
72620552581441505,1
72622725834771723,5
72622743014621849,1
72622738719662941,1
72622738719667911,2
72622738719671858,1
72620552581441590,5
72622743014630270,13
72622743014630870,15
72622738719674191,5
72622743014624949,8
72622734424702809,4
72622738719670181,10
